Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
147.32.84.171-147.32.84.192-139-1040-6,147.32.84.192,1040,147.32.84.171,139,6,18/08/2011 03:31:27 PM,1218,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.0361247947455,1218.0,0.0,1218.0,1218.0,0.0,0.0,0.0,0.0,0.0,1218.0,1218.0,0.0,1218.0,1218.0,0,0,0,0,0,40,0.0,1642.0361247947455,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,8576,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.208-213.179.58.83-1039-6667-6,147.32.84.208,1039,213.179.58.83,6667,6,18/08/2011 03:29:23 PM,40907,2,2,54.0,27.0,27.0,27.0,27.0,0.0,27.0,0.0,13.5,19.091883092036785,1980.101205172709,97.7827755640844,13635.666666666666,23411.82131602181,40669.0,7.0,7.0,7.0,0.0,7.0,7.0,40907.0,40907.0,0.0,40907.0,40907.0,0,1,0,0,40,40,48.891387782042194,48.891387782042194,0.0,27.0,21.6,12.074767078498866,145.8,0,0,0,1,1,0,0,0,1.0,27.0,27.0,13.5,0,0,0,0,0,0,2,54,2,27,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.193-93.152.160.101-1038-6667-6,147.32.84.193,1038,93.152.160.101,6667,6,18/08/2011 03:29:45 PM,150157,2,2,60.0,30.0,30.0,30.0,30.0,0.0,30.0,0.0,15.0,21.213203435596427,599.372656619405,26.638784738640226,50052.333333333336,86374.65629068132,149789.0,13.0,13.0,13.0,0.0,13.0,13.0,150157.0,150157.0,0.0,150157.0,150157.0,0,1,0,0,40,40,13.319392369320113,13.319392369320113,0.0,30.0,24.0,13.41640786499874,180.0,0,0,0,1,1,0,0,0,1.0,30.0,30.0,15.0,0,0,0,0,0,0,2,60,2,30,-1,65535,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.205-147.32.84.255-138-138-17,147.32.84.205,138,147.32.84.255,138,17,18/08/2011 03:20:02 PM,16,1,1,201.0,201.0,201.0,201.0,201.0,0.0,201.0,201.0,201.0,0.0,25125000.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,62500.0,62500.0,201.0,201.0,201.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,301.5,201.0,201.0,0,0,0,0,0,0,1,201,1,201,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.191-38.229.70.20-1038-6667-6,147.32.84.191,1038,38.229.70.20,6667,6,18/08/2011 03:29:50 PM,128673,2,2,50.0,25.0,25.0,25.0,25.0,0.0,25.0,0.0,12.5,17.67766952966369,582.8728637709543,31.08655273445089,42891.0,74027.98389798279,128371.0,11.0,11.0,11.0,0.0,11.0,11.0,128673.0,128673.0,0.0,128673.0,128673.0,0,1,0,0,40,40,15.543276367225449,15.543276367225449,0.0,25.0,20.0,11.180339887498947,125.0,0,0,0,1,1,0,0,0,1.0,25.0,25.0,12.5,0,0,0,0,0,0,2,50,2,25,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.193-147.32.84.255-137-137-17,147.32.84.193,137,147.32.84.255,137,17,18/08/2011 03:00:22 PM,16,1,1,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,6250000.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,62500.0,62500.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,75.0,50.0,50.0,0,0,0,0,0,0,1,50,1,50,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.171-147.32.84.193-139-1042-6,147.32.84.193,1042,147.32.84.171,139,6,18/08/2011 03:32:22 PM,9630,18,11,2054.0,916.0,278.0,0.0,114.1111111111111,90.17296379011178,304.0,0.0,83.27272727272727,101.49393174874142,308411.21495327103,3011.422637590862,343.9285714285714,399.70553314598135,1449.0,1.0,9624.0,566.1176470588236,689.6735534251823,1879.0,1.0,9313.0,931.3,595.4792747582964,1958.0,91.0,0,0,0,0,368,236,1869.1588785046729,1142.263759086189,0.0,304.0,99.0,94.29813323197062,8892.137931034482,0,1,0,0,0,0,0,0,0.0,102.41379310344828,114.11111111111111,83.27272727272727,0,0,0,0,0,0,18,2054,11,916,-1,8576,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.171-147.32.84.193-139-1042-6,147.32.84.193,1042,147.32.84.171,139,6,18/08/2011 03:32:22 PM,1220,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.344262295082,1220.0,0.0,1220.0,1220.0,0.0,0.0,0.0,0.0,0.0,1220.0,1220.0,0.0,1220.0,1220.0,0,0,0,0,0,40,0.0,1639.344262295082,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,8576,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.209-213.232.93.3-1038-6667-6,147.32.84.209,1038,213.232.93.3,6667,6,18/08/2011 03:30:05 PM,34785,2,2,54.0,27.0,27.0,27.0,27.0,0.0,27.0,0.0,13.5,19.091883092036785,2328.589909443725,114.99209429351733,11595.0,19764.30982857737,34416.0,13.0,13.0,13.0,0.0,13.0,13.0,34785.0,34785.0,0.0,34785.0,34785.0,0,1,0,0,40,40,57.496047146758656,57.496047146758656,0.0,27.0,21.6,12.074767078498866,145.8,0,0,0,1,1,0,0,0,1.0,27.0,27.0,13.5,0,0,0,0,0,0,2,54,2,27,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-78.40.125.4-1039-6667-6,147.32.84.165,1039,78.40.125.4,6667,6,18/08/2011 03:30:10 PM,30829,2,2,58.0,29.0,29.0,29.0,29.0,0.0,29.0,0.0,14.5,20.50609665440988,2822.018229589024,129.74796457880566,10276.333333333334,17466.62378175397,30444.0,14.0,14.0,14.0,0.0,14.0,14.0,30829.0,30829.0,0.0,30829.0,30829.0,0,1,0,0,40,40,64.87398228940283,64.87398228940283,0.0,29.0,23.2,12.96919426949878,168.2,0,0,0,1,1,0,0,0,1.0,29.0,29.0,14.5,0,0,0,0,0,0,2,58,2,29,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.192-82.96.64.4-1036-6667-6,147.32.84.192,1036,82.96.64.4,6667,6,18/08/2011 03:30:11 PM,14352,2,2,60.0,30.0,30.0,30.0,30.0,0.0,30.0,0.0,15.0,21.213203435596427,6270.903010033445,278.70680044593087,4784.0,7962.473045480279,13976.0,11.0,11.0,11.0,0.0,11.0,11.0,14352.0,14352.0,0.0,14352.0,14352.0,0,1,0,0,40,40,139.35340022296543,139.35340022296543,0.0,30.0,24.0,13.41640786499874,180.0,0,0,0,1,1,0,0,0,1.0,30.0,30.0,15.0,0,0,0,0,0,0,2,60,2,30,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.204-82.96.64.4-1039-6667-6,147.32.84.204,1039,82.96.64.4,6667,6,18/08/2011 03:30:11 PM,14633,2,2,60.0,30.0,30.0,30.0,30.0,0.0,30.0,0.0,15.0,21.213203435596427,6150.481787740039,273.3547461217796,4877.666666666667,8158.873472075255,14297.0,12.0,12.0,12.0,0.0,12.0,12.0,14633.0,14633.0,0.0,14633.0,14633.0,0,1,0,0,40,40,136.67737306088978,136.67737306088978,0.0,30.0,24.0,13.41640786499874,180.0,0,0,0,1,1,0,0,0,1.0,30.0,30.0,15.0,0,0,0,0,0,0,2,60,2,30,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.205-89.16.176.16-1038-6667-6,147.32.84.205,1038,89.16.176.16,6667,6,18/08/2011 03:30:36 PM,33726,2,2,52.0,26.0,26.0,26.0,26.0,0.0,26.0,0.0,13.0,18.384776310850235,2312.755737413272,118.60285832888572,11242.0,19256.433340574786,33477.0,7.0,7.0,7.0,0.0,7.0,7.0,33726.0,33726.0,0.0,33726.0,33726.0,0,1,0,0,40,40,59.30142916444287,59.30142916444287,0.0,26.0,20.8,11.627553482998907,135.20000000000002,0,0,0,1,1,0,0,0,1.0,26.0,26.0,13.0,0,0,0,0,0,0,2,52,2,26,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.207-89.16.176.16-1039-6667-6,147.32.84.207,1039,89.16.176.16,6667,6,18/08/2011 03:30:36 PM,33716,2,2,52.0,26.0,26.0,26.0,26.0,0.0,26.0,0.0,13.0,18.384776310850235,2313.441689405623,118.63803535413452,11238.666666666666,19232.547447837827,33446.0,6.0,6.0,6.0,0.0,6.0,6.0,33716.0,33716.0,0.0,33716.0,33716.0,0,1,0,0,40,40,59.31901767706727,59.31901767706727,0.0,26.0,20.8,11.627553482998907,135.20000000000002,0,0,0,1,1,0,0,0,1.0,26.0,26.0,13.0,0,0,0,0,0,0,2,52,2,26,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.192-147.32.96.69-1039-161-17,147.32.84.192,1039,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992743,23959,1,35267648.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293927.1085752244,199.67874223860355,5008.253391209973,5001.579938928689,30173.0,0.0,119992732.0,5008.461975123147,5001.580115097408,30173.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191672,8,199.6704084012814,0.0083338373221453,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614357262104,1472.0,1472.0,0,0,0,0,0,0,23959,35267648,1,1472,-1,-1,23959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.192-147.32.96.69-0-0-0,147.32.84.192,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992736,23959,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.67875388723533,5008.253099044186,5003.378804729038,30234.0,0.0,119992727.0,5008.461766424533,5003.378972519529,30234.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.670420049427,0.0083338378083153,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23959,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.204-147.32.96.69-1042-161-17,147.32.84.204,1042,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992861,23959,1,35267648.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293926.8195297052,199.6785458761584,5008.258316290321,5001.577298914113,30178.0,-5.0,119992849.0,5008.466858669353,5001.577516470316,30178.0,-5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191672,8,199.6702120470317,0.0083338291267177,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614357262104,1472.0,1472.0,0,0,0,0,0,0,23959,35267648,1,1472,-1,-1,23959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.204-147.32.96.69-0-0-0,147.32.84.204,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992859,23959,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.67854920433223,5008.25823281433,5002.745901096266,30266.0,0.0,119992846.0,5008.466733450221,5002.746209063474,30266.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.67021537506665,0.0083338292656232,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23959,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-147.32.96.69-1041-161-17,147.32.84.165,1041,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119991504,23957,1,35264704.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293905.608517083,199.66413622084443,5008.619777100625,5003.49939432337,30053.0,-1.0,119991483.0,5008.82797628989,5003.500051833211,30053.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191656,8,199.6558022974693,0.0083339233751082,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614408548292,1472.0,1472.0,0,0,0,0,0,0,23957,35264704,1,1472,-1,-1,23957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.165-147.32.96.69-0-0-0,147.32.84.165,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119991428,23956,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.6559287551774,5008.825680414106,5003.27083345035,30048.0,0.0,119991415.0,5009.034230849462,5003.271139682859,30048.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.64759482652377,0.0083339286536368,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23956,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.206-147.32.96.69-1042-161-17,147.32.84.206,1042,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992685,23959,1,35267648.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293927.2506486541,199.6788387558792,5008.250970407795,5001.479682264146,30330.0,-4.0,119992673.0,5008.4595124802345,5001.47989605622,30330.0,-4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191672,8,199.67050491452875,0.0083338413504123,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614357262104,1472.0,1472.0,0,0,0,0,0,0,23959,35267648,1,1472,-1,-1,23959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.206-147.32.96.69-0-0-0,147.32.84.206,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992644,23959,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.6789069836648,5008.249259151039,5003.345968376038,30336.0,0.0,119992637.0,5008.458009850574,5003.34605152242,30336.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.6705731394668,0.0083338441979826,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23959,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.208-147.32.96.69-1042-161-17,147.32.84.208,1042,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992083,23959,1,35267648.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293928.7252809838,199.67984054414657,5008.22584415046,5000.891803075612,29836.0,-4.0,119992075.0,5008.434552132868,5000.891826516524,29836.0,-4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191672,8,199.6715066609853,0.0083338831612748,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614357262104,1472.0,1472.0,0,0,0,0,0,0,23959,35267648,1,1472,-1,-1,23959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.208-147.32.96.69-0-0-0,147.32.84.208,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992022,23959,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.67994205481423,5008.223298134327,4998.042771368204,29808.0,0.0,119992017.0,5008.432131229687,4998.042550650393,29808.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.6716081674163,0.0083338873979471,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23959,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.209-147.32.96.69-1042-161-17,147.32.84.209,1042,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992608,23961,1,35270592.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293951.9741082717,199.6956345844237,5007.829723300351,5000.382397402545,20249.0,-4.0,119992597.0,5008.038272120162,5000.382541282179,20249.0,-4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191688,8,199.68730073772545,0.0083338466982899,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614305984475,1472.0,1472.0,0,0,0,0,0,0,23961,35270592,1,1472,-1,-1,23961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.209-147.32.96.69-0-0-0,147.32.84.209,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992517,23958,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.67078447066828,5008.453001085244,5001.531209512606,20219.0,0.0,119992508.0,5008.661685519905,5001.531291891868,20219.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.66245061764977,0.0083338530185178,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23958,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.193-147.32.96.69-1041-161-17,147.32.84.193,1041,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992243,23958,1,35266176.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293916.065891026,199.6712404150992,5008.441564404407,5000.687908455995,29535.0,-4.0,119992231.0,5008.6501231373095,5000.688081287442,29535.0,-4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191664,8,199.66290654305044,0.0083338720487123,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614382904128,1472.0,1472.0,0,0,0,0,0,0,23958,35266176,1,1472,-1,-1,23958,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.193-147.32.96.69-0-0-0,147.32.84.193,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992292,23957,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.66282500879305,5008.652669365915,4998.22844371794,29599.0,0.0,119992283.0,5008.861370846557,4998.228379897921,29599.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.6544911401476,0.0083338686454959,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23957,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.206-86.65.39.15-1039-6667-6,147.32.84.206,1039,86.65.39.15,6667,6,18/08/2011 03:30:30 PM,36190,2,2,60.0,30.0,30.0,30.0,30.0,0.0,30.0,0.0,15.0,21.213203435596427,2486.87482730036,110.5277701022382,12063.333333333334,20564.316699889,35808.0,6.0,6.0,6.0,0.0,6.0,6.0,36190.0,36190.0,0.0,36190.0,36190.0,0,1,0,0,40,40,55.2638850511191,55.2638850511191,0.0,30.0,24.0,13.41640786499874,180.0,0,0,0,1,1,0,0,0,1.0,30.0,30.0,15.0,0,0,0,0,0,0,2,60,2,30,-1,7504,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.191-147.32.96.69-1041-161-17,147.32.84.191,1041,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992684,23959,1,35267648.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293927.2530981972,199.67884041997087,5008.2509286698205,5002.13920778268,30124.0,0.0,119992673.0,5008.459512480169,5002.139407377807,30124.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191672,8,199.67050657855108,0.0083338414198652,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614357262104,1472.0,1472.0,0,0,0,0,0,0,23959,35267648,1,1472,-1,-1,23959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.191-147.32.96.69-0-0-0,147.32.84.191,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992606,23959,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.67897021921505,5008.247673108277,5004.433582778759,30225.0,0.0,119992599.0,5008.456423741586,5004.433711366922,30225.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.67063637237783,0.0083338468371959,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23959,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.207-147.32.96.69-1042-161-17,147.32.84.207,1042,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992577,23955,1,35261760.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293878.4454975077,199.645683082546,5009.082738467934,5002.2885393797815,29498.0,-5.0,119992565.0,5009.291350087645,5002.288752250601,29498.0,-5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191640,8,199.6373492336947,0.0083338488513335,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.0614459843046,1472.0,1472.0,0,0,0,0,0,0,23955,35261760,1,1472,-1,-1,23955,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.207-147.32.96.69-0-0-0,147.32.84.207,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992575,23955,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.64568641018,5009.082654978099,4998.2802664807,29506.0,0.0,119992571.0,5009.291600567743,4998.27997793092,29506.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.6373525611897,0.0083338489902396,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23955,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.205-147.32.96.69-1041-161-17,147.32.84.205,1041,147.32.96.69,161,17,18/08/2011 03:31:06 PM,119992413,23951,1,35255872.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,293829.77738767536,199.6126205079316,5009.912446244402,5006.110672487585,30184.0,-4.0,119992401.0,5010.121127348615,5006.111010177824,30184.0,-4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,191608,8,199.60428664769,0.0083338602416471,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1472.061456245825,1472.0,1472.0,0,0,0,0,0,0,23951,35255872,1,1472,-1,-1,23951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
147.32.84.205-147.32.96.69-0-0-0,147.32.84.205,0,147.32.96.69,0,0,18/08/2011 03:31:06 PM,119992323,23951,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.61277022697527,5009.90868857249,5007.16973295975,30189.0,0.0,119992314.0,5010.117494780803,5007.16998987473,30189.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199.6044363604828,0.0083338664924421,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23951,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/08/2011 03:31:10 PM,119999662,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000070416865,4137919.379310345,12073536.19188019,47713961.0,51.0,119999559.0,4285698.535714286,12268349.409857037,47713961.0,51.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2416673473630284,0.0083333568056216,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,29,0,1,0,-1,-1,0,0,6081.0,186.6761902332485,6213.0,5949.0,29996547.0,18064193.953971025,47713961.0,12283640.0,1
147.32.84.204-147.32.84.255-137-137-17,147.32.84.204,137,147.32.84.255,137,17,18/08/2011 03:01:20 PM,15,1,1,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,6666666.666666666,133333.33333333334,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,66666.66666666667,66666.66666666667,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,75.0,50.0,50.0,0,0,0,0,0,0,1,50,1,50,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
