Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Packets/s,Bwd Packets/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.100.148-192.168.100.3-57724-80-6,192.168.100.148,57724,192.168.100.3,80,6,04/06/2018 02:34:07 PM,5004067,3,5,361.0,494.0,361.0,0.0,120.33333333333334,208.42344717745488,494.0,0.0,98.8,220.9235161769792,170.86102164499397,1.5986996177309376,714866.7142857143,1891260.3313139025,5003842.0,11.0,182.0,91.0,101.82337649086284,163.0,19.0,5004067.0,1251016.75,2501890.8336837795,5003853.0,26.0,0,0,0,0,96,176,0.5995123566491016,0.999187261081836,0.0,494.0,95.0,191.4196959562939,36641.5,0,1,0,0,0,0,0,0,1.0,106.875,120.33333333333331,98.8,0,0,0,0,0,0,3,361,5,494,-1,235,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.150-192.168.100.7-44428-80-6,192.168.100.150,44428,192.168.100.7,80,6,04/06/2018 02:35:55 PM,17885552,5,4,792.0,1124.0,396.0,0.0,158.4,216.89813277204576,1124.0,0.0,281.0,562.0,107.1255726409786,0.503199453950317,2235694.0,6217436.071545914,17622060.0,35.0,17885438.0,4471359.5,8767617.036471484,17622155.0,141.0,17826676.0,5942225.333333333,10115550.115981944,17622060.0,79.0,0,0,0,0,160,144,0.2795552521946205,0.2236442017556964,0.0,1124.0,191.6,366.6518784896649,134433.6,0,1,0,0,0,0,0,0,0.0,212.88888888888889,158.4,281.0,0,0,0,0,0,0,5,792,4,1124,-1,215,2,0,204616.0,0.0,204616.0,204616.0,17622060.0,0.0,17622060.0,17622060.0,1
192.168.100.148-192.168.100.3-41556-80-6,192.168.100.148,41556,192.168.100.3,80,6,04/06/2018 02:39:29 PM,11755551,3,5,313.0,494.0,313.0,0.0,104.33333333333334,180.71063425635285,494.0,0.0,98.8,220.9235161769792,68.64841979759179,0.6805295642883944,1679364.4285714286,2912006.573254363,6751151.0,22.0,6751231.0,3375615.5,4773797.380836403,6751200.0,31.0,11755551.0,2938887.75,3467589.1360464813,6751151.0,25.0,0,0,0,0,96,176,0.2551985866081479,0.4253309776802465,0.0,494.0,89.66666666666667,183.59057710024223,33705.5,0,1,0,0,0,0,0,0,1.0,100.875,104.33333333333331,98.8,0,0,0,0,0,0,3,313,5,494,-1,235,1,0,129.0,0.0,129.0,129.0,6751151.0,0.0,6751151.0,6751151.0,1
192.168.100.148-192.168.100.3-40716-80-6,192.168.100.148,40716,192.168.100.3,80,6,04/06/2018 02:39:11 PM,6560897,4,5,435.0,494.0,435.0,0.0,108.75,217.5,494.0,0.0,98.8,220.9235161769792,141.59649206503315,1.371763647562216,820112.125,1731109.4395292485,5002506.0,34.0,535404.0,178468.0,308925.98636081105,535185.0,71.0,6560897.0,1640224.25,2280179.849052464,5002604.0,169.0,0,0,0,0,136,176,0.6096727322498737,0.7620909153123422,0.0,494.0,92.9,196.34349153121084,38550.76666666667,0,1,0,0,0,0,0,0,1.0,103.22222222222224,108.75,98.8,0,0,0,0,0,0,4,435,5,494,-1,235,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.3-42902-80-6,192.168.100.149,42902,192.168.100.3,80,6,04/06/2018 02:33:01 PM,94502417,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211634798716312,94502417.0,0.0,94502417.0,94502417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0105817399358156,0.0105817399358156,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,94502417.0,0.0,94502417.0,94502417.0,1
192.168.100.149-192.168.100.7-48198-80-6,192.168.100.149,48198,192.168.100.7,80,6,04/06/2018 02:40:30 PM,33418627,3,5,440.0,1124.0,440.0,0.0,146.66666666666669,254.0341184434353,1124.0,0.0,224.8,502.6680813419528,46.80024705982086,0.239387452991411,4774089.571428571,8203282.42221173,18275942.0,15.0,18276015.0,9138007.5,12923055.955800876,18275988.0,27.0,33418627.0,8354656.75,9731501.33748109,18275942.0,29.0,0,0,0,0,96,176,0.0897702948717791,0.1496171581196319,0.0,1124.0,173.77777777777777,384.90056435973753,148148.44444444444,0,1,0,0,0,0,0,0,1.0,195.5,146.66666666666666,224.8,0,0,0,0,0,0,3,440,5,1124,-1,215,1,0,114.0,0.0,114.0,114.0,18275942.0,0.0,18275942.0,18275942.0,1
192.168.100.148-192.168.100.3-55690-80-6,192.168.100.148,55690,192.168.100.3,80,6,04/06/2018 02:33:03 PM,11994922,3,5,507.0,494.0,507.0,0.0,169.0,292.7165864791403,494.0,0.0,98.8,220.9235161769792,83.45198076319295,0.6669488972083353,1713560.2857142857,2982321.828433942,6992852.0,14.0,6992927.0,3496463.5,4944726.303052627,6992913.0,14.0,11994922.0,2998730.5,3556698.59091438,6992852.0,21.0,0,0,0,0,96,176,0.2501058364531257,0.4168430607552095,0.0,507.0,111.22222222222224,220.72368346972743,48718.944444444445,0,1,0,0,0,0,0,0,1.0,125.125,169.0,98.8,0,0,0,0,0,0,3,507,5,494,-1,235,1,0,83.0,0.0,83.0,83.0,6992852.0,0.0,6992852.0,6992852.0,1
192.168.100.148-192.168.100.3-39720-80-6,192.168.100.148,39720,192.168.100.3,80,6,04/06/2018 02:38:44 PM,11771075,3,5,557.0,494.0,557.0,0.0,185.66666666666669,321.58409993862153,494.0,0.0,98.8,220.9235161769792,89.28666243312527,0.6796320641912484,1681582.1428571427,2916474.852066071,6766117.0,15.0,6766174.0,3383087.0,4784376.405389735,6766152.0,22.0,11771075.0,2942768.75,3473212.7980690897,6766117.0,15.0,0,0,0,0,96,176,0.2548620240717181,0.4247700401195303,0.0,557.0,116.77777777777776,232.25835710355923,53943.944444444445,0,1,0,0,0,0,0,0,1.0,131.375,185.66666666666663,98.8,0,0,0,0,0,0,3,557,5,494,-1,235,1,0,77.0,0.0,77.0,77.0,6766117.0,0.0,6766117.0,6766117.0,1
192.168.100.149-192.168.100.7-47482-80-6,192.168.100.149,47482,192.168.100.7,80,6,04/06/2018 02:40:09 PM,101567740,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196912917428309,101567740.0,0.0,101567740.0,101567740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0098456458714154,0.0098456458714154,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,101567740.0,0.0,101567740.0,101567740.0,1
192.168.100.149-192.168.100.7-45662-80-6,192.168.100.149,45662,192.168.100.7,80,6,04/06/2018 02:36:10 PM,176869,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.307804080986491,176869.0,0.0,176869.0,176869.0,0.0,0.0,0.0,0.0,0.0,176869.0,176869.0,0.0,176869.0,176869.0,0,0,0,0,0,64,0.0,11.307804080986491,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,215,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.150-192.168.100.7-44938-80-6,192.168.100.150,44938,192.168.100.7,80,6,04/06/2018 02:38:39 PM,17044872,3,5,365.0,1124.0,365.0,0.0,121.66666666666666,210.73284825421345,1124.0,0.0,224.8,502.6680813419528,87.35765220178831,0.4693493738175329,2434981.714285714,5646431.598030468,15138125.0,33.0,1906657.0,953328.5,1347934.3224521363,1906462.0,195.0,17044872.0,4261218.0,7306758.838519898,15138158.0,51.0,0,0,0,0,96,176,0.1760060151815748,0.293343358635958,0.0,1124.0,165.44444444444446,379.1856771791068,143781.77777777778,0,1,0,0,0,0,0,0,1.0,186.125,121.66666666666669,224.8,0,0,0,0,0,0,3,365,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.7-50232-80-6,192.168.100.149,50232,192.168.100.7,80,6,04/06/2018 02:44:01 PM,21200203,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943387193037727,21200203.0,0.0,21200203.0,21200203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0471693596518863,0.0471693596518863,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,21200203.0,0.0,21200203.0,21200203.0,1
192.168.100.149-192.168.100.7-58254-80-6,192.168.100.149,58254,192.168.100.7,80,6,04/06/2018 02:52:25 PM,34371808,3,5,566.0,1124.0,566.0,0.0,188.66666666666669,326.78025236132817,1124.0,0.0,224.8,502.6680813419528,49.16820203348046,0.2327488853655879,4910258.285714285,8468393.664186688,19229257.0,20.0,19229336.0,9614668.0,13597165.599043354,19229316.0,20.0,34371808.0,8592952.0,10061513.375541376,19229257.0,39.0,0,0,0,0,96,176,0.0872808320120955,0.1454680533534924,0.0,1124.0,187.77777777777777,397.86737041939546,158298.44444444444,0,1,0,0,0,0,0,0,1.0,211.25,188.66666666666663,224.8,0,0,0,0,0,0,3,566,5,1124,-1,217,1,0,123.0,0.0,123.0,123.0,19229257.0,0.0,19229257.0,19229257.0,1
192.168.100.150-192.168.100.7-44926-80-6,192.168.100.150,44926,192.168.100.7,80,6,04/06/2018 02:38:56 PM,21273856,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0940121057508333,21273856.0,0.0,21273856.0,21273856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0470060528754166,0.0470060528754166,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,21273856.0,0.0,21273856.0,21273856.0,1
192.168.100.150-192.168.100.3-54716-80-6,192.168.100.150,54716,192.168.100.3,80,6,04/06/2018 02:33:34 PM,9101299,3,5,259.0,494.0,259.0,0.0,86.33333333333334,149.53371972011306,494.0,0.0,98.8,220.9235161769792,82.73544249013246,0.8789954049416463,1300185.5714285714,2235791.492969239,5003386.0,16.0,4097868.0,2048934.0,2897607.6237903573,4097852.0,16.0,9101299.0,2275324.75,2653157.772706877,5003405.0,16.0,0,0,0,0,96,176,0.3296232768531174,0.549372128088529,0.0,494.0,83.66666666666666,176.1093410356191,31014.5,0,1,0,0,0,0,0,0,1.0,94.125,86.33333333333333,98.8,0,0,0,0,0,0,3,259,5,494,-1,235,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.148-192.168.100.3-55764-80-6,192.168.100.148,55764,192.168.100.3,80,6,04/06/2018 02:33:12 PM,5736207,4,4,298.0,494.0,298.0,0.0,74.5,149.0,494.0,0.0,123.5,247.0,138.07033114390745,1.3946498095344189,819458.1428571428,2123566.1315736026,5634488.0,14.0,5736160.0,1912053.3333333333,3224151.6910152244,5634521.0,26.0,5634580.0,1878193.3333333333,3253046.605529397,5634488.0,21.0,0,0,0,0,128,144,0.6973249047672094,0.6973249047672094,0.0,494.0,88.0,181.36427432104705,32893.0,0,1,0,0,0,0,0,0,1.0,99.0,74.5,123.5,0,0,0,0,0,0,4,298,4,494,-1,235,1,0,92.0,0.0,92.0,92.0,5634488.0,0.0,5634488.0,5634488.0,1
192.168.100.149-192.168.100.7-46906-80-6,192.168.100.149,46906,192.168.100.7,80,6,04/06/2018 02:38:37 PM,56669291,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352924831898814,56669291.0,0.0,56669291.0,56669291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0176462415949407,0.0176462415949407,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,56669291.0,0.0,56669291.0,56669291.0,1
192.168.100.148-192.168.100.3-60254-80-6,192.168.100.148,60254,192.168.100.3,80,6,04/06/2018 02:35:08 PM,5003395,3,5,348.0,494.0,348.0,0.0,116.0,200.91789367798967,494.0,0.0,98.8,220.9235161769792,168.2857339866231,1.598914337165065,714770.7142857143,1890972.3852975497,5003093.0,28.0,225.0,112.5,113.84419177103416,193.0,32.0,5003395.0,1250848.75,2501518.833647588,5003127.0,36.0,0,0,0,0,96,176,0.5995928764368993,0.9993214607281656,0.0,494.0,93.55555555555556,189.19772138632584,35795.77777777778,0,1,0,0,0,0,0,0,1.0,105.25,116.0,98.8,0,0,0,0,0,0,3,348,5,494,-1,235,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.150-192.168.100.7-45606-80-6,192.168.100.150,45606,192.168.100.7,80,6,04/06/2018 02:39:33 PM,38607423,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518035093924813,38607423.0,0.0,38607423.0,38607423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0259017546962406,0.0259017546962406,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,38607423.0,0.0,38607423.0,38607423.0,1
192.168.100.150-192.168.100.7-46264-80-6,192.168.100.150,46264,192.168.100.7,80,6,04/06/2018 02:40:12 PM,16314060,3,5,476.0,1124.0,476.0,0.0,158.66666666666669,274.81872813426185,1124.0,0.0,224.8,502.6680813419528,98.07491206971164,0.4903745603485582,2330580.0,5665276.792493815,15139847.0,14.0,1174139.0,587069.5,830221.8499657185,1174125.0,14.0,16314060.0,4078515.0,7394983.444200669,15139883.0,38.0,0,0,0,0,96,176,0.1838904601307093,0.3064841002178489,0.0,1124.0,177.77777777777777,388.1860951199108,150688.44444444444,0,1,0,0,0,0,0,0,1.0,200.0,158.66666666666666,224.8,0,0,0,0,0,0,3,476,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.7-44890-80-6,192.168.100.149,44890,192.168.100.7,80,6,04/06/2018 02:34:58 PM,16467031,3,5,576.0,1124.0,576.0,0.0,192.0,332.55375505322445,1124.0,0.0,224.8,502.6680813419528,103.23658223513397,0.4858192105182774,2352433.0,5659031.1172666,15136568.0,25.0,1330393.0,665196.5,940694.5566040552,1330368.0,25.0,16467031.0,4116757.75,7373281.035718783,15136608.0,39.0,0,0,0,0,96,176,0.182182203944354,0.3036370065739234,0.0,1124.0,188.88888888888889,399.0678026490125,159255.11111111115,0,1,0,0,0,0,0,0,1.0,212.5,192.0,224.8,0,0,0,0,0,0,3,576,5,1124,-1,217,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.7-56142-80-6,192.168.100.149,56142,192.168.100.7,80,6,04/06/2018 02:50:32 PM,112721266,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177428809218661,112721266.0,0.0,112721266.0,112721266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.008871440460933,0.008871440460933,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,112721266.0,0.0,112721266.0,112721266.0,1
192.168.100.149-192.168.100.7-45752-80-6,192.168.100.149,45752,192.168.100.7,80,6,04/06/2018 02:36:13 PM,16387549,3,5,354.0,1124.0,354.0,0.0,118.0,204.38199529312752,1124.0,0.0,224.8,502.6680813419528,90.19042444968431,0.4881755044637852,2341078.4285714286,5662020.348199185,15137836.0,21.0,1249654.0,624827.0,883609.119052084,1249633.0,21.0,16387549.0,4096887.25,7384218.468151176,15137922.0,31.0,0,0,0,0,96,176,0.1830658141739194,0.3051096902898658,0.0,1124.0,164.22222222222223,378.4791202225619,143246.44444444447,0,1,0,0,0,0,0,0,1.0,184.75,118.0,224.8,0,0,0,0,0,0,3,354,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.7-47900-80-6,192.168.100.149,47900,192.168.100.7,80,6,04/06/2018 02:40:46 PM,64670998,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309257636630255,64670998.0,0.0,64670998.0,64670998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0154628818315127,0.0154628818315127,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,64670998.0,0.0,64670998.0,64670998.0,1
192.168.100.149-192.168.100.7-46140-80-6,192.168.100.149,46140,192.168.100.7,80,6,04/06/2018 02:37:06 PM,19330757,5,5,363.0,1124.0,363.0,0.0,72.6,162.33853516648472,1124.0,0.0,224.8,502.6680813419528,76.92404389543566,0.5173103153694395,2147861.888888889,4927842.11070671,15144730.0,26.0,3162873.0,790718.25,979510.4580096375,2016038.0,47.0,19330757.0,4832689.25,6987988.624031351,15144763.0,150.0,0,0,0,0,176,176,0.2586551576847197,0.2586551576847197,0.0,1124.0,135.1818181818182,345.5618087062915,119412.96363636362,0,1,0,0,0,0,0,0,1.0,148.7,72.6,224.8,0,0,0,0,0,0,5,363,5,1124,-1,215,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.149-192.168.100.7-55304-80-6,192.168.100.149,55304,192.168.100.7,80,6,04/06/2018 02:49:37 PM,39559004,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0505573901708951,39559004.0,0.0,39559004.0,39559004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0252786950854475,0.0252786950854475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,39559004.0,0.0,39559004.0,39559004.0,1
192.168.100.149-192.168.100.7-50842-80-6,192.168.100.149,50842,192.168.100.7,80,6,04/06/2018 02:44:04 PM,18654752,4,4,514.0,1124.0,514.0,0.0,128.5,257.0,1124.0,0.0,281.0,562.0,87.80604534437124,0.4288451543070634,2664964.571428572,6982060.861749629,18498239.0,12.0,18654677.0,6218225.666666666,10635142.803336604,18498299.0,12.0,18498358.0,6166119.333333333,10679928.913866716,18498239.0,37.0,0,0,0,0,128,144,0.2144225771535317,0.2144225771535317,0.0,1124.0,182.0,392.0229585113606,153681.99999999997,0,1,0,0,0,0,0,0,1.0,204.75,128.5,281.0,0,0,0,0,0,0,4,514,4,1124,-1,215,1,0,119.0,0.0,119.0,119.0,18498239.0,0.0,18498239.0,18498239.0,1
192.168.100.150-192.168.100.7-45096-80-6,192.168.100.150,45096,192.168.100.7,80,6,04/06/2018 02:39:14 PM,3098691,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6454338299623937,3098691.0,0.0,3098691.0,3098691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.3227169149811968,0.3227169149811968,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.100.147-192.168.100.3-57322-80-6,192.168.100.147,57322,192.168.100.3,80,6,04/06/2018 02:32:14 PM,11977458,3,5,437.0,494.0,437.0,0.0,145.66666666666669,252.30206763586645,494.0,0.0,98.8,220.9235161769792,77.72934791338864,0.6679213569356703,1711065.4285714286,2977147.3428294216,6975226.0,17.0,6975315.0,3487657.5,4932230.312015498,6975271.0,44.0,11977458.0,2994364.5,3550120.0542680714,6975226.0,17.0,0,0,0,0,96,176,0.2504705088508763,0.4174508480847939,0.0,494.0,103.44444444444444,205.760243433414,42337.27777777778,0,1,0,0,0,0,0,0,1.0,116.375,145.66666666666666,98.8,0,0,0,0,0,0,3,437,5,494,-1,235,1,0,117.0,0.0,117.0,117.0,6975226.0,0.0,6975226.0,6975226.0,1
192.168.100.149-192.168.100.7-44958-80-6,192.168.100.149,44958,192.168.100.7,80,6,04/06/2018 02:34:58 PM,19632827,4,4,334.0,1124.0,334.0,0.0,83.5,167.0,1124.0,0.0,281.0,562.0,74.26337531523097,0.4074807973400876,2804689.571428572,7349754.123984099,19471811.0,23.0,19632762.0,6544254.0,11195941.3428095,19471880.0,23.0,19471928.0,6490642.666666667,11242021.547495466,19471811.0,34.0,0,0,0,0,128,144,0.2037403986700438,0.2037403986700438,0.0,1124.0,162.0,377.2823876090693,142342.0,0,1,0,0,0,0,0,0,1.0,182.25,83.5,281.0,0,0,0,0,0,0,4,334,4,1124,-1,215,1,0,117.0,0.0,117.0,117.0,19471811.0,0.0,19471811.0,19471811.0,1
192.168.100.150-192.168.100.7-45820-80-6,192.168.100.150,45820,192.168.100.7,80,6,04/06/2018 02:39:18 PM,33126140,3,5,386.0,1124.0,386.0,0.0,128.66666666666669,222.85720390719555,1124.0,0.0,224.8,502.6680813419528,45.58333690553744,0.241501122678344,4732305.714285715,8123358.162214765,17982696.0,17.0,17982790.0,8991395.0,12715728.712023074,17982773.0,17.0,33126140.0,8281535.0,9632634.376804266,17982696.0,31.0,0,0,0,0,96,176,0.090562921004379,0.150938201673965,0.0,1124.0,167.77777777777777,380.6290115643373,144878.44444444444,0,1,0,0,0,0,0,0,1.0,188.75,128.66666666666666,224.8,0,0,0,0,0,0,3,386,5,1124,-1,215,1,0,100.0,0.0,100.0,100.0,17982696.0,0.0,17982696.0,17982696.0,1
192.168.100.150-192.168.100.7-45528-80-6,192.168.100.150,45528,192.168.100.7,80,6,04/06/2018 02:39:33 PM,38654803,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517400127482217,38654803.0,0.0,38654803.0,38654803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0258700063741108,0.0258700063741108,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,38654803.0,0.0,38654803.0,38654803.0,1
192.168.100.150-192.168.100.7-44388-80-6,192.168.100.150,44388,192.168.100.7,80,6,04/06/2018 02:35:55 PM,17891477,4,4,536.0,1124.0,536.0,0.0,134.0,268.0,1124.0,0.0,281.0,562.0,92.78160768951608,0.4471402780217642,2555925.285714286,6736111.121268233,17831907.0,19.0,17891396.0,5963798.666666666,10278179.035535932,17831968.0,19.0,17832043.0,5944014.333333333,10295217.046824042,17831907.0,44.0,0,0,0,0,128,144,0.2235701390108821,0.2235701390108821,0.0,1124.0,184.44444444444449,394.4132069008057,155561.7777777778,0,1,0,0,0,0,0,0,1.0,207.5,134.0,281.0,0,0,0,0,0,0,4,536,4,1124,-1,215,1,0,136.0,0.0,136.0,136.0,17831907.0,0.0,17831907.0,17831907.0,1
192.168.100.148-192.168.100.3-37652-80-6,192.168.100.148,37652,192.168.100.3,80,6,04/06/2018 02:37:41 PM,11985400,3,5,516.0,494.0,516.0,0.0,172.0,297.9127389018469,494.0,0.0,98.8,220.9235161769792,84.26919418625995,0.6674787658317619,1712200.0,2979554.191993997,6983625.0,16.0,6983678.0,3491839.0,4938183.444006308,6983662.0,16.0,11985400.0,2996350.0,3553196.5777696567,6983625.0,16.0,0,0,0,0,96,176,0.2503045371869107,0.4171742286448512,0.0,516.0,112.22222222222224,222.75197966447897,49618.44444444445,0,1,0,0,0,0,0,0,1.0,126.25,172.0,98.8,0,0,0,0,0,0,3,516,5,494,-1,235,1,0,70.0,0.0,70.0,70.0,6983625.0,0.0,6983625.0,6983625.0,1
192.168.100.149-192.168.100.7-53162-80-6,192.168.100.149,53162,192.168.100.7,80,6,04/06/2018 02:47:21 PM,45818825,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436501809027184,45818825.0,0.0,45818825.0,45818825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.0218250904513592,0.0218250904513592,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,45818825.0,0.0,45818825.0,45818825.0,1
192.168.100.148-192.168.100.3-56392-80-6,192.168.100.148,56392,192.168.100.3,80,6,04/06/2018 02:33:30 PM,8958487,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2232519844031698,8958487.0,0.0,8958487.0,8958487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.1116259922015849,0.1116259922015849,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,8958487.0,0.0,8958487.0,8958487.0,1
